Adj Close,Close,High,Low,Open,Volume
XLI,XLI,XLI,XLI,XLI,XLI
110.05343627929688,112.83999633789062,113.94000244140625,112.48999786376953,113.2300033569336,8558700
108.4149169921875,111.16000366210938,112.41999816894531,111.08999633789062,112.22000122070312,18631200
108.55146789550781,111.30000305175781,112.23999786376953,111.2300033569336,111.36000061035156,10715900
108.67825317382812,111.43000030517578,111.94000244140625,111.02999877929688,111.22000122070312,7888100
109.39022064208984,112.16000366210938,112.16000366210938,110.63999938964844,111.12999725341797,10855900
109.0488510131836,111.80999755859375,111.94000244140625,110.98999786376953,111.4000015258789,8452000
109.60478973388672,112.37999725341797,112.5199966430664,111.7300033569336,111.83000183105469,9109100
109.35120391845703,112.12000274658203,112.56999969482422,111.19999694824219,112.41000366210938,9081700
109.3414535522461,112.11000061035156,112.75,111.66999816894531,112.5,6631000
108.23936462402344,110.9800033569336,111.63999938964844,110.61000061035156,111.55000305175781,10834200
107.50788879394531,110.2300033569336,110.94000244140625,109.94999694824219,110.19000244140625,7604700
108.9610824584961,111.72000122070312,111.9000015258789,110.5,110.63999938964844,9060600
109.67304229736328,112.44999694824219,112.73999786376953,111.0999984741211,111.9800033569336,10355700
110.52157592773438,113.31999969482422,113.61000061035156,112.83999633789062,112.83999633789062,9912900
110.43379211425781,113.2300033569336,113.72000122070312,112.73999786376953,113.3499984741211,10275200
109.75109100341797,112.52999877929688,113.70999908447266,112.47000122070312,113.69000244140625,9638600
110.8044204711914,113.61000061035156,113.62999725341797,112.80000305175781,113.08999633789062,9898900
110.62885284423828,113.43000030517578,114.11000061035156,113.11000061035156,113.7300033569336,7031100
111.35057830810547,114.16999816894531,114.18000030517578,113.16999816894531,113.31999969482422,5849900
111.38958740234375,114.20999908447266,114.37000274658203,113.36000061035156,113.36000061035156,8300000
110.10218811035156,112.88999938964844,114.33999633789062,112.87000274658203,114.12999725341797,14462300
